"Pcode","Locality","State","Comments","DeliveryOffice","PresortIndicator","ParcelZone","BSPnumber","BSPname","Category"
"0200","AUSTRALIAN NATIONAL UNIVERSITY","ACT","PO Boxes",,"150","N2","019","CANBERRA","Post Office Boxes                                 "
"0800","DARWIN","NT",,"DARWIN GPO","085","NT1","001","DARWIN","Delivery Area                                     "
"0801","DARWIN","NT","GPO Boxes",,"085","NT1","001","DARWIN","Post Office Boxes                                 "
"0804","PARAP","NT","PO Boxes","PARAP","085","NT1","001","DARWIN","Post Office Boxes                                 "
"0810","ALAWA","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0810","BRINKIN","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0810","CASUARINA","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0810","COCONUT GROVE","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0810","JINGILI","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0810","LEE POINT","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0810","MILLNER","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0810","MOIL","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0810","NAKARA","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0810","NIGHTCLIFF","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0810","RAPID CREEK","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0810","TIWI","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0810","WAGAMAN","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0810","WANGURI","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0811","CASUARINA","NT","PO Boxes","CASUARINA","085","NT1","001","DARWIN","Post Office Boxes                                 "
"0812","ANULA","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0812","KARAMA","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0812","LEANYER","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0812","MALAK","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0812","MARRARA","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0812","SANDERSON","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0812","WOODLEIGH GARDENS","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0812","WULAGI","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0813","SANDERSON","NT","PO Boxes","SANDERSON","085","NT1","001","DARWIN","Post Office Boxes                                 "
"0814","NIGHTCLIFF","NT","PO Boxes","NIGHTCLIFF","085","NT1","001","DARWIN","Post Office Boxes                                 "
"0815","NORTHERN TERRITORY UNIVERSITY","NT","PO Boxes","DARWIN DC","085","NT1","001","DARWIN","Post Office Boxes                                 "
"0820","BAGOT","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0820","EAST POINT","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0820","FANNIE BAY","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0820","HMAS COONAWARRA","NT",,"COONAWARRA","085","NT1","001","DARWIN","Delivery Area                                     "
"0820","LARRAKEYAH","NT",,"WINNELLIE","085","NT1","001","DARWIN","Delivery Area                                     "
"0820","LUDMILLA","NT",,"WINNELLIE","085","NT1","001","DARWIN","Delivery Area                                     "
"0820","PARAP","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0820","STUART PARK","NT",,"WINNELLIE","085","NT1","001","DARWIN","Delivery Area                                     "
"0820","THE GARDENS","NT",,"WINNELLIE","085","NT1","001","DARWIN","Delivery Area                                     "
"0820","THE NARROWS","NT",,"WINNELLIE","085","NT1","001","DARWIN","Delivery Area                                     "
"0820","WINNELLIE","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0820","WOOLNER","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0821","WINNELLIE","NT","PO Boxes","WINNELLIE","085","NT1","001","DARWIN","Post Office Boxes                                 "
"0822","ANGURUGU","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","CROKER ISLAND","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","DALY RIVER","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","DARWIN MC","NT","PO Boxes","DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","DELISSAVILLE","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","GALIWINKU","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","GOULBOURN ISLAND","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","MANINGRIDA","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","MILINGIMBI","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","MINJILANG","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","NGUIU","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","OENPELLI","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","PULARUMPI","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","RAMINGINING","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","UMBAKUMBA","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","WADEYE","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0822","WINNELLIE","NT","PO Bags","DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0828","BERRIMAH","NT",,"BERRIMAH","085","NT1","001","DARWIN","Delivery Area                                     "
"0830","ARCHER","NT",,"PALMERSTON","085","NT1","001","DARWIN","Delivery Area                                     "
"0830","DRIVER","NT",,"PALMERSTON","085","NT1","001","DARWIN","Delivery Area                                     "
"0830","GRAY","NT",,"PALMERSTON","085","NT1","001","DARWIN","Delivery Area                                     "
"0830","MARLOW LAGOON","NT",,"PALMERSTON","085","NT1","001","DARWIN","Delivery Area                                     "
"0830","MOULDEN","NT",,"PALMERSTON","085","NT1","001","DARWIN","Delivery Area                                     "
"0830","PALMERSTON","NT",,"PALMERSTON","085","NT1","001","DARWIN","Delivery Area                                     "
"0830","WOODROFFE","NT",,"PALMERSTON","085","NT1","001","DARWIN","Delivery Area                                     "
"0830","YARRAWONGA","NT",,"PALMERSTON","085","NT1","001","DARWIN","Delivery Area                                     "
"0831","PALMERSTON","NT","PO Boxes","PALMERSTON","085","NT1","001","DARWIN","Post Office Boxes                                 "
"0832","BAKEWELL","NT",,"PALMERSTON","085","NT1","001","DARWIN","Delivery Area                                     "
"0832","BELLAMACK","NT",,"PALMERSTON","085","NT1","001","DARWIN","Delivery Area                                     "
"0832","GUNN","NT",,"PALMERSTON","085","NT1","001","DARWIN","Delivery Area                                     "
"0832","MITCHELL","NT",,"PALMERSTON","085","NT1","001","DARWIN","Delivery Area                                     "
"0832","ROSEBERY","NT",,"PALMERSTON","085","NT1","001","DARWIN","Delivery Area                                     "
"0835","HOWARD SPRINGS","NT",,"HOWARD SPRINGS","085","NT1","001","DARWIN","Delivery Area                                     "
"0836","HUMPTY DOO","NT",,"HUMPTY DOO","085","NT1","001","DARWIN","Delivery Area                                     "
"0837","BERRY SPRINGS","NT",,"NOONAMAH CMA","085","NT1","001","DARWIN","Delivery Area                                     "
"0837","NOONAMAH","NT",,"NOONAMAH CMA","085","NT1","001","DARWIN","Delivery Area                                     "
"0840","DUNDEE BEACH","NT",,"DARWIN DC","085","NT1","001","DARWIN","Delivery Area                                     "
"0845","BATCHELOR","NT",,"BATCHELOR","085","NT1","001","DARWIN","Delivery Area                                     "
"0846","ADELAIDE RIVER","NT",,"ADELAIDE RIVER","085","NT1","001","DARWIN","Delivery Area                                     "
"0847","PINE CREEK","NT",,"PINE CREEK","085","NT1","001","DARWIN","Delivery Area                                     "
"0850","KATHERINE","NT",,"KATHERINE","085","NT1","001","DARWIN","Delivery Area                                     "
"0851","KATHERINE","NT","PO Boxes","KATHERINE","085","NT1","001","DARWIN","Post Office Boxes                                 "
"0852","DALY WATERS","NT",,"KATHERINE","085","NT1","001","DARWIN","Delivery Area                                     "
"0852","KATHERINE","NT","PO Bags","KATHERINE","085","NT1","001","DARWIN","Delivery Area                                     "
"0852","LAJAMANU","NT",,"KATHERINE","085","NT1","001","DARWIN","Delivery Area                                     "
"0852","LARRIMAH","NT",,"KATHERINE","085","NT1","001","DARWIN","Delivery Area                                     "
"0852","MARANBOY","NT",,"KATHERINE","085","NT1","001","DARWIN","Delivery Area                                     "
"0852","MATARANKA","NT",,"KATHERINE","085","NT1","001","DARWIN","Delivery Area                                     "
"0852","NGUKURR","NT",,"KATHERINE","085","NT1","001","DARWIN","Delivery Area                                     "
"0852","NUMBULWAR","NT",,"KATHERINE","085","NT1","001","DARWIN","Delivery Area                                     "
"0852","VICTORIA RIVER DOWNS","NT",,"KATHERINE","085","NT1","001","DARWIN","Delivery Area                                     "
"0853","TINDAL RAAF","NT",,"KATHERINE","085","NT1","001","DARWIN","Delivery Area                                     "
"0854","BORROLOOLA","NT",,"KATHERINE","085","NT1","001","DARWIN","Delivery Area                                     "
"0860","TENNANT CREEK","NT",,"TENNANT CREEK","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0861","TENNANT CREEK","NT","PO Boxes","TENNANT CREEK","087","NT1","002","ALICE SPRINGS","Post Office Boxes                                 "
"0862","ELLIOTT","NT",,"TENNANT CREEK","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0862","NEWCASTLE WATERS","NT",,"TENNANT CREEK","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0862","TENNANT CREEK","NT","PO Bags","TENNANT CREEK","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0862","WARREGO","NT",,"TENNANT CREEK","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0870","ALICE SPRINGS","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0871","ALICE SPRINGS","NT","PO Boxes","ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Post Office Boxes                                 "
"0872","ALI CURUNG","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","ALICE SPRINGS","NT","PO Bags","ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","AREYONGA","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","BARROW CREEK","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","ERNABELLA","SA",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","FINKE","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","FREGON","SA",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","HAASTS BLUFF","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","HERMANNSBURG","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","KALTUKATJARA","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","KINTORE","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","PAPUNYA","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","SANTA TERESA","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","TI TREE","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","YUENDUMU","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0872","YULARA","NT",,"ALICE SPRINGS DC","087","NT1","002","ALICE SPRINGS","Delivery Area                                     "
"0880","NHULUNBUY","NT",,"NHULUNBUY","085","NT1","001","DARWIN","Delivery Area                                     "
"0880","YIRRKALA","NT",,"NHULUNBUY","085","NT1","001","DARWIN","Delivery Area                                     "
"0881","NHULUNBUY","NT","PO Boxes","NHULUNBUY","085","NT1","001","DARWIN","Post Office Boxes                                 "
"0885","ALYANGULA","NT","Groote Eylandt","ALYANGULA","085","NT1","001","DARWIN","Delivery Area                                     "
"0886","JABIRU","NT",,"JABIRU","085","NT1","001","DARWIN","Delivery Area                                     "
"1215","AUSTRALIA SQUARE","NSW","PO Boxes","AUSTRALIA SQUARE","200","N1","015","SYDNEY STREETS","Post Office Boxes                                 "
"1220","GROSVENOR PLACE","NSW","PO Boxes","GROSVENOR PLACE","200","N1","015","SYDNEY STREETS","Post Office Boxes                                 "
"1225","ROYAL EXCHANGE","NSW","PO Boxes","ROYAL EXCHANGE","200","N1","015","SYDNEY STREETS","Post Office Boxes                                 "
"1230","QUEEN VICTORIA BUILDING","NSW","PO Boxes","QUEEN VICTORIA BUILDING","200","N1","015","SYDNEY STREETS","Post Office Boxes                                 "
"1235","SYDNEY SOUTH","NSW","PO Boxes","EAST SUBS MC","200","N1","015","SYDNEY STREETS","Post Office Boxes                                 "
"1240","HAYMARKET","NSW","PO Boxes","HAYMARKET","200","N1","015","SYDNEY STREETS","Post Office Boxes                                 "
"1300","DARLINGHURST","NSW","PO Boxes","CITY EAST DC","202","N1","010","BONDI","Post Office Boxes                                 "
"1335","POTTS POINT","NSW","PO Boxes","POTTS POINT","202","N1","010","BONDI","Post Office Boxes                                 "
"1340","KINGS CROSS","NSW","PO Boxes","EAST SUBS MC","202","N1","010","BONDI","Post Office Boxes                                 "
"1350","WOOLLAHRA","NSW","PO Boxes","EAST SUBS MC","202","N1","010","BONDI","Post Office Boxes                                 "
"1355","BONDI JUNCTION","NSW","PO Boxes","EAST SUBS MC","202","N1","010","BONDI","Post Office Boxes                                 "
"1360","DOUBLE BAY","NSW","PO Boxes","EAST SUBS MC","202","N1","010","BONDI","Post Office Boxes                                 "
"1363","MOORE PARK","NSW","FOX Studios","PADDINGTON","202","N1","010","BONDI","LVR                                               "
"1420","STRAWBERRY HILLS","NSW","Australia Post - General","STRAWBERRY HILLS","210","N1","011","LEICHHARDT","LVR                                               "
"1424","STRAWBERRY HILLS","NSW","Australia Post - Cashier","STRAWBERRY HILLS","210","N1","011","LEICHHARDT","LVR                                               "
"1427","STRAWBERRY HILLS","NSW","Australia Post - F & A","STRAWBERRY HILLS","210","N1","011","LEICHHARDT","LVR                                               "
"1435","ALEXANDRIA","NSW","PO Boxes","STH SUBS MC","210","N1","011","LEICHHARDT","Post Office Boxes                                 "
"1445","ROSEBERY","NSW","PO Boxes","STH SUBS MC","210","N1","011","LEICHHARDT","Post Office Boxes                                 "
"1450","CAMPERDOWN","NSW","PO Boxes",,"210","N1","011","LEICHHARDT","Post Office Boxes                                 "
"1455","BOTANY","NSW","PO Boxes",,"202","N1","010","BONDI","Post Office Boxes                                 "
"1460","MASCOT","NSW","PO Boxes","STH SUBS MC","210","N1","011","LEICHHARDT","Post Office Boxes                                 "
"1465","KENSINGTON","NSW","PO Boxes","STH SUBS MC","210","N1","011","LEICHHARDT","Post Office Boxes                                 "
"1470","DRUMMOYNE","NSW","PO Boxes","STH SUBS MC","210","N1","011","LEICHHARDT","Post Office Boxes                                 "
"1475","MARRICKVILLE","NSW","PO Boxes","STH SUBS MC","210","N1","011","LEICHHARDT","Post Office Boxes                                 "
"1480","KINGSGROVE","NSW","PO Boxes","STH SUBS MC","210","N1","012","ST GEORGE","Post Office Boxes                                 "
"1481","HURSTVILLE BC","NSW","PO Boxes","STH SUBS MC","210","N1","012","ST GEORGE","Post Office Boxes                                 "
"1485","KOGARAH","NSW","PO Boxes","ROCKDALE DC","210","N1","012","ST GEORGE","Post Office Boxes                                 "
"1490","MIRANDA","NSW","PO Boxes","STH SUBS MC","210","N1","013","ILLAWARRA","Post Office Boxes                                 "
"1495","CARINGBAH","NSW","PO Boxes","STH SUBS MC","210","N1","013","ILLAWARRA","Post Office Boxes                                 "
"1499","SUTHERLAND","NSW","PO Boxes","STH SUBS MC","210","N1","013","ILLAWARRA","Post Office Boxes                                 "
"1515","WEST CHATSWOOD","NSW","PO Boxes",,"226","N1","007","CHATSWOOD","Post Office Boxes                                 "
"1560","NORTHBRIDGE","NSW","PO Boxes","NTH SUBS MC","226","N1","007","CHATSWOOD","Post Office Boxes                                 "
"1565","MILSONS POINT","NSW","PO Boxes","NTH SUBS MC","226","N1","007","CHATSWOOD","Post Office Boxes                                 "
"1570","ARTARMON","NSW","PO Boxes","NTH SUBS MC","226","N1","007","CHATSWOOD","Post Office Boxes                                 "
"1585","CROWS NEST","NSW","PO Boxes","NTH SUBS MC","226","N1","007","CHATSWOOD","Post Office Boxes                                 "
"1590","ST LEONARDS","NSW","PO Boxes","NTH SUBS MC","226","N1","007","CHATSWOOD","Post Office Boxes                                 "
"1595","LANE COVE","NSW","PO Boxes","NTH SUBS MC","226","N1","007","CHATSWOOD","Post Office Boxes                                 "
"1630","HORNSBY","NSW","PO Boxes","NTH SUBS MC","226","N1","004","GOSFORD","Post Office Boxes                                 "
"1635","HORNSBY NORTHGATE","NSW","PO Boxes","HORNSBY","226","N1","004","GOSFORD","Post Office Boxes                                 "
"1639","FRENCHS FOREST","NSW","LVR Special Mailing",,"226","N1","003","WARRINGAH","LVR                                               "
"1640","FRENCHS FOREST","NSW","PO Boxes","NTH SUBS MC","226","N1","003","WARRINGAH","Post Office Boxes                                 "
"1655","MANLY","NSW","PO Boxes","NTH SUBS MC","226","N1","003","WARRINGAH","Post Office Boxes                                 "
"1660","MONA VALE","NSW","PO Boxes","NTH SUBS MC","226","N1","003","WARRINGAH","Post Office Boxes                                 "
"1670","NORTH RYDE BC","NSW","PO Boxes","NTH SUBS MC","226","N1","005","RICHMOND","Post Office Boxes                                 "
"1675","GLADESVILLE","NSW","PO Boxes","NTH SUBS MC","226","N1","007","CHATSWOOD","Post Office Boxes                                 "
"1680","RYDE","NSW","PO Boxes","NTH SUBS MC","226","N1","005","RICHMOND","Post Office Boxes                                 "
"1685","WEST RYDE","NSW","PO Boxes","NTH SUBS MC","226","N1","005","RICHMOND","Post Office Boxes                                 "
"1700","ERMINGTON","NSW","PO Boxes","NTH WEST SUBS MC","220","N1","006","PARRAMATTA","Post Office Boxes                                 "
"1701","RYDALMERE BC","NSW","PO Boxes","RYDALMERE DC","220","N1","006","PARRAMATTA","Post Office Boxes                                 "
"1710","EPPING","NSW","PO Boxes","NTH WEST SUBS MC","220","N1","005","RICHMOND","Post Office Boxes                                 "
"1715","PENNANT HILLS","NSW","PO Boxes","NTH WEST SUBS MC","220","N1","004","GOSFORD","Post Office Boxes                                 "
"1730","SEVEN HILLS","NSW","PO Boxes","NTH WEST SUBS MC","220","N1","006","PARRAMATTA","Post Office Boxes                                 "
"1750","NORTH PARRAMATTA","NSW","PO Boxes","PARRAMATTA DC","220","N1","006","PARRAMATTA","Post Office Boxes                                 "
"1755","BAULKHAM HILLS","NSW","PO Boxes","NTH WEST SUBS MC","220","N1","005","RICHMOND","Post Office Boxes                                 "
"1765","CASTLE HILL","NSW","PO Boxes","NTH WEST SUBS MC","220","N1","005","RICHMOND","Post Office Boxes                                 "
"1790","ST MARYS","NSW","PO Boxes","SYDNEY WEST LETTERS FACILITY","220","N1","008","PENRITH","Post Office Boxes                                 "
"1800","ASHFIELD","NSW","PO Boxes","STH WEST SUBS MC","216","N1","012","ST GEORGE","Post Office Boxes                                 "
"1805","BURWOOD","NSW","PO Boxes","STH WEST SUBS MC","216","N1","006","PARRAMATTA","Post Office Boxes                                 "
"1811","SILVERWATER DC","NSW","PO Boxes","SILVERWATER DELIVERY CENTR-DEL","216","N1","006","PARRAMATTA","Post Office Boxes                                 "
"1825","LIDCOMBE","NSW","PO Boxes","STH WEST SUBS MC","216","N1","006","PARRAMATTA","Post Office Boxes                                 "
"1835","AUBURN","NSW","PO Boxes","STH WEST SUBS MC","216","N1","006","PARRAMATTA","Post Office Boxes                                 "
"1851","WETHERILL PARK DC","NSW","PO Boxes","WETHERILL PARK DC","216","N1","009","BANKSTOWN","Post Office Boxes                                 "
"1860","FAIRFIELD","NSW","PO Boxes","STH WEST SUBS MC","216","N1","009","BANKSTOWN","Post Office Boxes                                 "
"1871","LIVERPOOL","NSW","PO Boxes","PRESTONS DC","216","N1","014","CAMPBELLTOWN","Post Office Boxes                                 "
"1875","MOOREBANK","NSW","PO Boxes","STH WEST SUBS MC","216","N1","014","CAMPBELLTOWN","Post Office Boxes                                 "
"1885","BANKSTOWN","NSW","PO Boxes","STH WEST SUBS MC","216","N1","009","BANKSTOWN","Post Office Boxes                                 "
"1890","INGLEBURN","NSW","PO Boxes","STH WEST SUBS MC","216","N1","014","CAMPBELLTOWN","Post Office Boxes                                 "
"1891","MILPERRA DC","NSW","PO Boxes","MILPERRA","216","N1","009","BANKSTOWN","Post Office Boxes                                 "
"2000","DAWES POINT","NSW",,"SYDNEY GPO DELIVERY","202","N1","015","SYDNEY STREETS","Delivery Area                                     "
"2000","HAYMARKET","NSW",,"CITY STREET DELIVERY CENTRE","202","N1","015","SYDNEY STREETS","Delivery Area                                     "
"2000","MILLERS POINT","NSW",,"MILLERS POINT","202","N1","015","SYDNEY STREETS","Delivery Area                                     "
"2000","ST JAMES","NSW",,"ST JAMES","202","N1","015","SYDNEY STREETS","Delivery Area                                     "
"2000","SYDNEY","NSW",,"CITY STREET DELIVERY CENTRE","202","N1","015","SYDNEY STREETS","Delivery Area                                     "
"2000","SYDNEY SOUTH","NSW",,"SYDNEY SOUTH","202","N1","015","SYDNEY STREETS","Delivery Area                                     "
"2000","THE ROCKS","NSW",,"CITY STREET DELIVERY CENTRE","202","N1","015","SYDNEY STREETS","Delivery Area                                     "
"2001","SYDNEY","NSW","PO Boxes","SYDNEY GPO","200","N1","016","SYDNEY BOXES","Post Office Boxes                                 "
"2004","EASTERN SUBURBS MC","NSW","PO Boxes","EAST SUBS MC","202","N1","010","BONDI","Post Office Boxes                                 "
"2006","THE UNIVERSITY OF SYDNEY","NSW",,"CAMPERDOWN DELIVERY CENTRE","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2007","BROADWAY","NSW",,"CAMPERDOWN DELIVERY CENTRE","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2007","ULTIMO","NSW",,"CAMPERDOWN DELIVERY CENTRE","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2008","CHIPPENDALE","NSW",,"WATERLOO DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2008","DARLINGTON","NSW",,"WATERLOO DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2009","PYRMONT","NSW",,"ROZELLE DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2010","DARLINGHURST","NSW",,"CITY EAST DC","202","N1","010","BONDI","Delivery Area                                     "
"2010","SURRY HILLS","NSW",,"CITY EAST DC","202","N1","010","BONDI","Delivery Area                                     "
"2011","ELIZABETH BAY","NSW",,"CITY EAST DC","202","N1","010","BONDI","Delivery Area                                     "
"2011","GARDEN ISLAND","NSW",,"CITY EAST DC","202","N1","010","BONDI","Delivery Area                                     "
"2011","KINGS CROSS","NSW",,"CITY EAST DC","202","N1","010","BONDI","Delivery Area                                     "
"2011","POTTS POINT","NSW",,"CITY EAST DC","202","N1","010","BONDI","Delivery Area                                     "
"2011","RUSHCUTTERS BAY","NSW",,"CITY EAST DC","202","N1","010","BONDI","Delivery Area                                     "
"2011","WOOLLOOMOOLOO","NSW",,"CITY EAST DC","202","N1","010","BONDI","Delivery Area                                     "
"2012","STRAWBERRY HILLS","NSW","PO Boxes","STRAWBERRY HILLS","210","N1","011","LEICHHARDT","Post Office Boxes                                 "
"2014","BEACONSFIELD","NSW","PO Boxes","BEACONSFIELD POST SHOP","210","N1","011","LEICHHARDT","Post Office Boxes                                 "
"2015","ALEXANDRIA","NSW",,"WATERLOO DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2015","BEACONSFIELD","NSW",,"WATERLOO DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2015","EVELEIGH","NSW",,"WATERLOO DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2016","REDFERN","NSW",,"WATERLOO DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2017","WATERLOO","NSW",,"WATERLOO DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2017","WATERLOO DC","NSW","PO Boxes","WATERLOO DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2017","ZETLAND","NSW",,"WATERLOO DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2018","EASTLAKES","NSW",,"WATERLOO DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2018","ROSEBERY","NSW",,"WATERLOO DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2019","BANKSMEADOW","NSW",,"BOTANY DC","202","N1","010","BONDI","Delivery Area                                     "
"2019","BOTANY","NSW",,"BOTANY DC","202","N1","010","BONDI","Delivery Area                                     "
"2020","MASCOT","NSW",,"WATERLOO DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2020","SYDNEY AIRPORT","NSW",,"WATERLOO DC","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2020","SYDNEY INTERNATIONAL AIRPORT","NSW",,"SYD INTERNATIONAL AIRPORT LPO","210","N1","011","LEICHHARDT","Delivery Area                                     "
"2021","CENTENNIAL PARK","NSW",,"CITY EAST DC","202","N1","010","BONDI","Delivery Area                                     "
"2021","PADDINGTON","NSW",,"CITY EAST DC","202","N1","010","BONDI","Delivery Area                                     "
"2022","BONDI JUNCTION","NSW",,"BONDI JUNCTION DC","202","N1","010","BONDI","Delivery Area                                     "
"2022","BONDI JUNCTION DC","NSW","PO Boxes","BONDI JUNCTION DC","202","N1","010","BONDI","Delivery Area                                     "
"2022","QUEENS PARK","NSW",,"BONDI JUNCTION DC","202","N1","010","BONDI","Delivery Area                                     "
"2023","BELLEVUE HILL","NSW",,"BONDI JUNCTION DC","202","N1","010","BONDI","Delivery Area                                     "
"2024","BRONTE","NSW",,"BONDI JUNCTION DC","202","N1","010","BONDI","Delivery Area                                     "
"2024","WAVERLEY","NSW",,"BONDI JUNCTION DC","202","N1","010","BONDI","Delivery Area                                     "
"2025","WOOLLAHRA","NSW",,"BONDI JUNCTION DC","202","N1","010","BONDI","Delivery Area                                     "
"2026","BEN BUCKLER","NSW",,"BONDI BEACH DC","202","N1","010","BONDI","Delivery Area                                     "
"2026","BONDI","NSW",,"BONDI BEACH DC","202","N1","010","BONDI","Delivery Area                                     "
"2026","BONDI BEACH","NSW",,"BONDI BEACH DC","202","N1","010","BONDI","Delivery Area                                     "
"2026","TAMARAMA","NSW",,"BONDI BEACH DC","202","N1","010","BONDI","Delivery Area                                     "
"2027","DARLING POINT","NSW",,"CITY EAST DC","202","N1","010","BONDI","Delivery Area                                     "
